#ITERATION,POSITION
115,-15.580340673466807
116,-14.56203147220937
117,-13.299617291239574
118,-12.004067427930645
119,-11.76619154277609
120,-13.434443396370456
121,-14.879387073146216
122,-17.08372550260032
123,-17.968849946346964
124,-17.433351657042422
125,-15.827772584375666
126,-17.301345740623493
127,-17.622543668808976
128,-17.700177766953065
129,-18.06554817989304
130,-19.770225440200335
131,-21.91852779642536
132,-21.01259252643245
133,-21.096100070196417
134,-22.36223590123404
135,-20.925520526074493
136,-20.584244370504862
137,-20.704463130413032
138,-20.689407816473267
139,-20.800950170322956
140,-19.079469852215485
141,-18.763494288989108
142,-18.74864384348722
143,-18.895963261542473
144,-19.073987719075692
145,-19.111561637946593
146,-19.482325582865254
147,-19.811945606494522
148,-20.490608958006813
149,-20.590992391003947
150,-19.760626687586882
151,-18.45392215516692
152,-18.82983070509497
153,-17.814678964343887
154,-17.263701179685853
155,-17.003505336492935
156,-17.62686338140024
157,-19.09971894183765
158,-18.545421103430126
159,-18.396389971791347
160,-19.027851840659775
161,-19.16332264272357
162,-18.90398757474324
163,-18.695716514115976
164,-20.43774069356193
165,-20.763424134686574
166,-20.101711238423423
167,-20.57113350206161
168,-19.69805987422404
169,-19.629636232040117
170,-19.2774171570283
171,-19.14512010876969
172,-18.511536388213802
173,-18.173945763960756
174,-18.6573868475557
175,-20.185181843821912
176,-21.3517846928248
177,-21.961798453412456
178,-22.992428313846535
179,-20.98789035849401
180,-21.712603349406848
181,-23.375210371637834
182,-24.795704200162692
183,-24.3503618839524
184,-24.39342511099357
185,-24.90145699196935
186,-26.869575686676825
187,-26.259622798889968
188,-24.991729421746
189,-25.220637084612626
190,-24.84228626368017
191,-25.434336325398203
192,-26.248496189676832
193,-25.343932320959503
194,-25.259325412495503
195,-23.854607209709727
196,-23.091821717958574
197,-21.83343111492143
198,-21.45393350379013
199,-20.471315992215754
200,-23.697954551888888
201,-25.384576109885018
202,-26.242316510273795
203,-26.651784264907466
204,-26.385478784996028
205,-26.99505009474075
206,-23.904018754970924
207,-25.722796670604644
208,-26.27988901601703
209,-24.607595663490482
210,-23.193306729281208
211,-23.91464726952293
212,-24.435042320594405
213,-23.826579402556163
214,-23.545635428414712
215,-23.346027235926204
216,-23.519769924405114
217,-23.183246927854476
218,-23.008471879826672
219,-24.953142490610553
220,-25.346992106238048
221,-23.549497180260012
222,-25.080026174153616
223,-23.639250055966293
224,-23.589764793323496
225,-22.91850529530886
226,-20.51421296879918
227,-19.60771271388921
228,-22.00557036094106
229,-21.092118914053945
230,-19.591664233919165
231,-18.124558742738902
232,-17.786273080391048
233,-16.43114422988875
234,-17.633586012401306
235,-16.049387995387203
236,-15.971124892647365
237,-16.44464921380291
238,-16.755324385719792
239,-17.40615666766735
240,-17.327382105379034
241,-17.716487865814962
242,-15.965260694304767
243,-16.601147311615044
244,-15.70536448950764
245,-15.660328453423153
246,-17.000144606049744
247,-15.655436545528708
248,-14.326085933791067
249,-14.071369963782198
250,-16.28042248433774
251,-17.39601328858933
252,-18.674922771770696
253,-18.462224172339916
254,-19.239067309603527
255,-21.069328440981206
256,-20.383592733323994
257,-20.886472351854355
258,-19.434741480501984
259,-18.865349290054137
260,-19.469480922595473
261,-17.880777341499247
262,-17.511005821140092
263,-17.25289063568965
264,-16.47645658806468
265,-15.245238558403024
266,-16.591981886933244
267,-15.306012685774105
268,-15.838925802836185
269,-18.108108616848796
270,-18.717502816430255
271,-20.01577855884577
272,-19.763919029062617
273,-19.755293765044836
274,-18.64939989460899
275,-18.947374322602982
276,-18.489044863515424
277,-19.515183879238545
278,-20.01435459494718
279,-20.040811849166705
280,-19.59985550250606
281,-19.0053002057849
282,-19.069120556677365
283,-19.927752607257116
284,-19.858151759840837
285,-19.583437223720612
286,-21.329527571669768
287,-20.838543475690603
288,-19.70365466221353
289,-19.49353906881547
290,-18.70504320958667
291,-19.11264629690741
292,-20.841000224119885
293,-21.15707496300336
294,-21.4305598856405
295,-21.170960434582447
296,-21.73490412384353
297,-21.699978605877124
298,-21.695558415146678
299,-22.121119140896354
300,-23.29631127365942
301,-21.9629008718995
302,-21.13102673976563
303,-21.34132713011748
304,-18.958078141923924
305,-18.232423221648684
306,-17.36735162886519
307,-18.33551516597038
308,-18.32450121414998
309,-18.503116435417212
310,-18.146985584129844
311,-17.55377413420036
312,-17.86570861620461
313,-16.176536689166742
314,-15.006326066365821
315,-13.684026285477726
316,-13.08626694554896
317,-11.871699495805515
318,-13.086030516193931
319,-11.959447675337051
320,-10.512457434411889
321,-11.705576160956786
322,-12.871254290158886
323,-12.793943064690437
324,-12.486149819335308
325,-10.866157314003084
326,-12.170417143505091
327,-13.013855083918518
328,-11.435576905357198
329,-12.662885730412485
330,-11.943792529193322
331,-11.936054260447115
332,-11.378054022802385
333,-11.438374289064058
334,-10.688438038032238
335,-12.700666905858423
336,-12.980712144209924
337,-12.167059576102929
338,-10.577464574357176
339,-11.419555919298542
340,-9.500904864610169
341,-9.796695322592896
342,-9.949546868991204
343,-10.12908160156917
344,-10.336356886121447
345,-11.849983224565372
346,-11.923368790970112
347,-12.415254333844857
348,-12.32999408678413
349,-11.301304382575731
350,-10.730976490362782
351,-7.952222517119638
352,-7.599772528619831
353,-7.702868391008673
354,-8.745432507494447
355,-9.067052932023286
356,-9.496917901851472
357,-11.451249309797092
358,-13.131420859558204
359,-11.851277977485317
360,-11.021053036091374
361,-13.122258493643484
362,-13.47574653638444
363,-14.276304609038105
364,-14.035123542706017
365,-11.555546721678125
366,-11.72235971272995
367,-11.942642606921087
368,-12.243203984435675
369,-13.354614610306145
370,-13.662193662661728
371,-12.285053007936206
372,-10.787913844345086
373,-10.821620185318643
374,-10.880794648107678
375,-10.34959659008641
376,-10.175715587477312
377,-9.444349512333584
378,-8.05908906339877
379,-8.834809604556453
380,-7.994032846275616
381,-10.45189928192694
382,-9.939617533758884
383,-9.065498287342486
384,-8.853384765665371
385,-9.704639011446066
386,-8.534092006365421
387,-7.602176461631932
388,-7.312930257509139
389,-7.994868694778712
390,-7.757871757039955
391,-10.270831709244812
392,-10.12242495066162
393,-8.254163725398017
394,-10.47201319824838
395,-10.643741714194325
396,-10.181358594869888
397,-11.525345390817645
398,-11.184290719476166
399,-10.493794996494097
400,-13.234770359365204
401,-12.506732772567398
402,-11.982963711607546
403,-12.953793013545782
404,-13.110177243145912
405,-13.404795699578797
406,-13.455553148799062
407,-9.3801314108632
408,-9.073334538086648
409,-9.807880116327064
410,-10.326914020670863
411,-8.514130466974711
412,-9.893847707028462
413,-9.722652149224587
414,-11.517329242622763
415,-11.677198953953047
416,-12.32017014877571
417,-12.031075829229138
418,-13.873357270326363
419,-14.133476609407827
420,-14.031709904076331
421,-13.05840668686206
422,-15.013977041523777
423,-15.644222137144185
424,-17.906711190916976
425,-19.452589368421844
426,-18.955202933458175
427,-18.862936789173812
428,-17.455812553367476
429,-18.458320922113284
430,-19.393249076802633
431,-19.076592411546336
432,-18.739321834696167
433,-17.68501773969527
434,-17.400761530261697
435,-18.8792467325466
436,-19.87162295776649
437,-19.827644952933674
438,-19.73202107266821
439,-20.945649278388707
440,-18.510088198446876
441,-19.48704135867703
442,-17.55829028685227
443,-16.631899308071645
444,-16.349682433177705
445,-16.66279944489433
446,-17.10041102773662
447,-16.900263138230564
448,-16.00035142534583
449,-15.663127951857046
450,-17.95305814193724
451,-17.679313797912602
452,-17.12589828360134
453,-18.018383473063132
454,-18.27768369803686
455,-19.047842177641975
456,-19.673861649423667
457,-19.72373679233881
458,-19.767315278432473
459,-19.975052996799494
460,-21.829765910845857
461,-21.48267469541455
462,-21.12136044468141
463,-21.04861793115457
464,-22.10727853945441
465,-20.439551310335716
466,-21.13056714379149
467,-20.513810894008135
468,-20.80491341037781
469,-21.400232135479847
470,-20.999640314948582
471,-20.48739706121699
472,-19.996002419743537
473,-18.148811248615807
474,-17.357508349402046
475,-17.978233084770334
476,-16.35111504973877
477,-15.335238155123134
478,-15.34633837642611
479,-13.923430185721351
480,-13.079694396658821
481,-13.443165191757164
482,-14.410878147000737
483,-13.84239937722994
484,-14.90800982631768
485,-14.51084613618807
486,-12.863654156511831
487,-13.335742864887179
488,-12.727732342951288
489,-12.954846275018499
490,-13.591903179362934
491,-11.118735645652572
492,-11.305861681799511
493,-10.947003348827396
494,-11.03649916792191
495,-11.718423349082862
496,-12.283546109261582
497,-10.499282038295947
498,-10.231189816441795
499,-10.377586250276071
500,-10.71769833979029
501,-10.878596487327727
502,-10.36481483860224
503,-10.103048897305658
504,-9.64129364606271
505,-10.710201408914955
506,-10.196170931075523
507,-10.288838688193298
508,-10.57082189960075
509,-12.124146115262223
510,-12.97484760693013
511,-12.256982677463382
512,-13.570932281903731
513,-13.163462640858505
514,-13.846292433456107
515,-14.204788681945844
516,-14.748143525304938
517,-14.671028354966563
518,-16.91626508648993
519,-16.339776975874848
520,-14.152504921392225
521,-16.156256772523438
522,-17.75967270987387
523,-17.067555172245424
524,-16.740420244140722
525,-17.029362458529974
526,-17.08841630786556
527,-17.125404229109193
528,-16.53271240128737
529,-16.806549351015516
530,-15.821231666951535
531,-14.431972069347346
532,-14.631311836485514
533,-16.492062207656467
534,-17.963978011323082
535,-15.90137153593664
536,-16.112359483064314
537,-14.490731010186416
538,-14.356775383397869
539,-13.135536414687556
540,-12.69699502279911
541,-10.824320886255714
542,-10.971324951056479
543,-9.776790323060732
544,-10.690893803344913
545,-9.999122683683943
546,-8.789323720625152
547,-10.530527600785163
548,-10.627305475749354
549,-11.192197229592676
550,-9.72870449393058
551,-8.025027864976769
552,-8.817068889346288
553,-7.769298460181953
554,-7.883360836983854
555,-8.098401982048644
556,-9.80524361305588
557,-7.527154899281802
558,-5.620772734977827
559,-6.03990337942436
560,-5.684978611859576
561,-4.626755487830103
562,-4.330764744284444
563,-3.166941302562246
564,-3.4952262685056734
565,-2.832626313866297
566,-2.363319684123363
567,-2.3884833705847086
568,-3.0673789349186733
569,-2.6329378017583958
570,-2.5519272737761436
571,-3.1530281841989636
572,-3.2872796855832456
573,-1.8460168334140512
574,-0.10330633519164212
575,-0.2452867468245778
576,-0.7634118057521522
577,-1.0193351485624327
578,0.3075714633830764
579,-0.6803973569184733
580,-1.4699972196731865
581,0.7484696502586772
582,0.6819999488133921
583,-0.1252800316841256
584,-0.5243707629961989
585,-0.07608298407696762
586,0.1348973830811549
587,-0.8774656875643871
588,-0.7195107557556019
589,0.03169066719645597
590,-1.533270284544742
591,-2.2182772095048193
592,-3.4163043499393906
593,-3.396802829515906
594,-2.7201534954989537
595,-1.321783228211433
596,-0.8927743207178018
597,-0.7589343545176205
598,-1.9042499089409608
599,-2.814749033381657
600,-4.409924314326074
601,-2.800068468536769
602,-2.6921939316796517
603,-0.8767082221777871
604,-0.24715548126017517
605,0.1518788988331316
606,-1.5834460659499319
607,-0.8584211818595738
608,-1.8836823363445725
609,-1.0885080311329767
610,-0.6163401163644331
611,-0.8110205137921622
612,-3.5297238229377235
613,-4.832384345200395
614,-4.280287334721861
615,-2.628238746841383
616,-4.039296592563832
617,-3.9778764843519534
618,-5.570667996644448
619,-4.1138815895392415
620,-2.5785181716993635
621,-4.886044941668703
622,-7.183573263670006
623,-7.648967348758796
624,-6.488215645174579
625,-7.312796247258459
626,-7.830329022058686
627,-9.116536857898819
628,-7.435121148212359
629,-7.377748398633493
630,-8.903834098992974
631,-7.671270604511784
632,-8.416307093562965
633,-8.029963752277256
634,-7.217310179037343
635,-7.4051717175219265
636,-8.84308228303254
637,-7.997403743860121
638,-7.854606715436391
639,-8.199814975859356
640,-7.886464642698584
641,-8.904400976371706
642,-8.369807227146294
643,-9.635022368220026
644,-10.884435852650041
645,-12.008470635187175
646,-11.871265752051501
647,-12.457170903208564
648,-11.948316673504957
649,-13.16286302172518
650,-11.810049595416501
651,-12.267431722704043
652,-11.979169518851654
653,-13.057115256964998
654,-13.541769257221246
655,-14.816328377802062
656,-12.557745232388289
657,-13.929295290698514
658,-16.442573395010506
659,-16.96188343247556
660,-17.77292858583258
661,-17.398964786798334
662,-18.374003860630197
663,-17.2738555916796
664,-17.07517068191916
665,-17.642520750052714
666,-18.008863419723884
667,-18.378380752534643
668,-18.05219890845247
669,-19.071765983963466
670,-18.967672892596564
671,-17.677782956739804
672,-17.25162197364584
673,-17.456812112805423
674,-17.089673980794352
675,-17.461156182506542
676,-16.06226721169577
677,-15.185748649924644
678,-14.536245484712946
679,-13.038761045086556
680,-13.36043271587794
681,-12.600944637852493
682,-11.70217917508761
683,-10.634805165807855
684,-10.466153681649024
685,-8.651868012169242
686,-7.621177764714728
687,-7.241502637471722
688,-6.277514798726408
689,-7.957465786232502
690,-6.772611392292936
691,-7.320445210392345
692,-6.203322731280066
693,-5.415213287195311
694,-5.666478109275812
695,-6.667347888421408
696,-6.563937597473064
697,-5.262157225396885
698,-7.108746899758226
699,-8.551512152509762
700,-8.655450774894158
701,-7.982535761668933
702,-9.212587565809233
703,-6.88542878867934
704,-6.928848695984767
705,-6.633805479734228
706,-7.083900549511091
707,-7.893854489371339
708,-8.373405835974276
709,-7.03640289213391
710,-5.766011045742946
711,-4.284067508252139
712,-3.5964956426353067
713,-1.6475485054938568
714,-2.466799393857304
715,-2.603739397538327
716,-2.941601946220356
717,-2.8306752040915297
718,-2.3592850233583382
719,-2.0346706439882145
720,-2.111639923298141
721,-3.1178362260567223
722,-2.7663507480497262
723,-3.589650444695656
724,-3.4548863565405026
725,-1.733091432052709
726,-2.4536653989014057
727,-2.395361664445972
728,-2.0933606638236038
729,-1.561331413082225
730,-1.3058533097326563
731,0.3738120805382905
732,-0.29572739707022755
733,-0.9422085341888742
734,-2.7022494391808394
735,-4.442515899569104
736,-2.7936300026579235
737,-2.9640030387040017
738,-1.8694779920831968
739,-1.6865372441067112
740,1.2535372662731272
741,1.6393334628982643
742,2.232571216104291
743,3.6733616089337
744,5.611446250564153
745,5.497343496176454
746,6.374765441785867
747,5.518745460622261
748,4.303640980679903
749,5.82574182077049
750,5.489117338447986
751,5.578771364986182
752,6.1989895077866315
753,4.8991996685657
754,6.260265825561538
755,5.507589675176217
756,6.937048079140689
757,8.58559722239795
758,7.295095382968495
759,7.354447863894236
760,5.051381736549098
761,5.661453697827116
762,5.550013132512845
763,5.460546552409246
764,5.105533811731162
765,4.4274425695644375
766,5.0262838622233454
767,5.039225284674631
768,5.7014531816786045
769,5.831699083937791
770,6.498470026463304
771,6.481841336083312
772,4.083611073218716
773,4.68729402190487
774,5.8564970185472625
775,5.922259174331893
776,7.106413192416776
777,7.128100099348104
778,8.106536333353416
779,9.98027070761533
780,11.220064841392997
781,12.28241924715845
782,11.96833954045192
783,10.672026854151001
784,10.040807783519977
785,9.290536518131585
786,9.461731905573014
787,8.719149320436554
788,8.366997620665344
789,8.247907956911149
790,8.646942944265971
791,7.82692053688653
792,7.87456039586519
793,7.452812412675181
794,7.6454927607126635
795,8.783713646272318
796,7.086337405169308
797,6.776742291047487
798,8.187874609115312
799,9.402284204369998
800,9.085890074621712
801,7.645562700548884
802,8.899440373269423
803,7.923845399525891
804,8.947467695014428
805,9.69517380697728
806,6.309641549831655
807,6.300822202526153
808,5.3679113225002135
809,6.487754641078032
810,5.42340874456236
811,6.2238864019947115
812,6.699639314994088
813,6.72778977095413
814,8.860374764774626
815,8.012291781137325
816,7.5398418348289455
817,5.804607191878658
818,4.817166933754663
819,3.7853397479020883
820,2.4790494629870694
821,4.15716222172178
822,3.01645018069957
823,2.399878034523217
824,0.988186809742652
825,1.6401026786539976
826,0.15198672863126306
827,0.05832760549184478
828,1.0998522330639304
829,2.519984999492964
830,3.5782329268711566
831,3.878525197237304
832,2.700101573001213
833,4.514423967684614
834,6.101834215996969
835,5.781720148406216
836,5.641824479345951
837,7.865368842013265
838,9.061658078923909
839,8.064295483922919
840,7.624312224114753
841,7.029062543603248
842,7.447852431918027
843,8.033291015484618
844,8.076751500193788
845,8.566887195119723
846,9.462612119142463
847,8.568588449334083
848,8.596028883063115
849,8.56213717643236
850,7.287573960780302
851,6.518168397547629
852,5.681594880286469
853,4.811977550547898
854,3.9257119641494578
855,3.567550725761703
856,4.9409843319277265
857,6.582776069004966
858,6.378391812248344
859,5.321342649653455
860,4.811503629872009
861,4.162017160198757
862,3.321788167233846
863,4.454569532077048
864,4.885304443620388
865,4.490622336175763
866,5.622691487385141
867,7.47221286972825
868,8.11748578039826
869,7.446934109931465
870,7.201902258399758
871,8.1682201437961
872,8.613994262674812
873,7.9815527244437945
874,8.131917573882323
875,8.62877307810063
876,8.83807066294197
877,9.348638856544838
878,8.866754886373288
879,9.03209723522923
880,7.352724337703888
881,6.9845793448964155
882,6.57803576761953
883,4.887863445681461
884,5.221850812836306
885,6.114082513669171
886,5.977439553453681
887,7.329939627111839
888,7.353091901756936
889,6.768507643626967
890,6.7782341103398975
891,7.62947241778433
892,8.556098208341556
893,8.118752352086135
894,6.35269630499443
895,5.016678826796332
896,5.304380859179643
897,4.711504303157411
898,6.680696128821412
899,7.764239554223903
900,9.272742404758423
901,9.237397078499356
902,9.173690748635753
903,7.886950036424613
904,9.17294383586744
905,8.568227758502289
906,8.476629053898971
907,8.015538071466473
908,6.840158538260386
909,7.003989648925425
910,5.4630792053879755
911,5.140207436042604
912,4.058308042212959
913,3.5955681026484054
914,4.025839414868162
915,2.6741299181751845
916,2.26641632628664
917,3.3996331456490814
918,3.18296435277679
919,3.3439203520264407
920,1.7715012391512488
921,0.6766878876274633
922,-0.22005119719628818
923,0.7157226071557277
924,0.14092259533015372
925,-0.7567069601152919
926,0.46301768902183327
927,-0.20914701136073155
928,0.6775473861584624
929,0.22883145602447114
930,-0.35734266482857896
931,-0.22333899940754423
932,-0.41449329260150625
933,-1.843886093380847
934,-0.8444431848378999
935,-0.5631427325760799
936,-1.3717276843391193
937,-0.8987406257427552
938,-1.1882827733959853
939,-0.94899986841784
940,-1.838743991553672
941,-1.7625955204017876
942,-1.8509156161589289
943,-3.8027968564753145
944,-4.529655900338816
945,-3.296928265868144
946,-3.3935403708431093
947,-4.570888037445482
948,-3.761156030510456
949,-5.10845882985144
950,-5.50788353720082
951,-5.396247496643932
952,-5.806878188641762
953,-6.1529655312376805
954,-6.963849263116619
955,-7.591178840852095
956,-7.725073059731892
957,-7.569181483675057
958,-6.685526665642961
959,-8.529938510306659
960,-6.812860645652572
961,-7.14195097987278
962,-8.0379684595321
963,-9.870452933328831
964,-10.648606340902722
965,-10.726154147705396
966,-10.979745779062647
967,-11.895721571535493
968,-12.197523082163185
969,-12.505795881853027
970,-12.472053230974286
971,-12.338341041479593
972,-14.925563399842371
973,-14.21138933707424
974,-13.519194387694307
975,-12.186353176147342
976,-14.519894767818242
977,-15.510263328556213
978,-14.87166028531223
979,-15.331773626988177
980,-17.32902646765797
981,-18.09703635656806
982,-16.910179136467416
983,-18.191061835234446
984,-17.900209246659042
985,-17.023442661188366
986,-16.949669308425964
987,-17.981261080678873
988,-18.750499050577968
989,-18.00490464140171
990,-18.161239460274977
991,-16.82094831202191
992,-18.171212720338005
993,-17.211983326635973
994,-16.437631616161266
995,-15.902632318374717
996,-15.514673555740597
997,-13.734274832440905
998,-11.868671642298164
999,-11.36931049478377
1000,-11.12951751561032
1001,-10.826021797203765
1002,-9.984284342866403
1003,-7.853369500624495
1004,-7.683814350264105
1005,-7.363899295196818
1006,-9.433667264503057
1007,-10.586082375273937
1008,-11.023737940412557
1009,-11.342702413976339
1010,-10.089177692921126
1011,-9.656413249978646
1012,-8.972139526155148
1013,-8.728367577632044
1014,-8.120463776424161
1015,-10.058940644270292
1016,-9.622432341168816
1017,-11.453889974730222
1018,-12.131918760444288
1019,-10.524845895533428
1020,-9.411511031509676
1021,-8.390857537829604
1022,-8.124730115469886
1023,-9.44132656679004
1024,-7.623629245924786
1025,-7.730078602303602
1026,-7.538897134699475
1027,-8.183596045761162
1028,-6.332316508877964
1029,-6.4514141450628655
1030,-7.186261759671225
1031,-8.187193593451738
1032,-7.979343489559912
1033,-8.227968582058548
1034,-7.226902967132217
1035,-6.4624468927824905
1036,-6.240692227822139
1037,-6.676217583123989
1038,-5.640332839409595
1039,-4.15312986152549
1040,-4.179849130500168
1041,-6.063654452854209
1042,-8.061644544797142
1043,-7.228649587301023
1044,-8.9389541043917
1045,-8.760626739336258
1046,-9.441712715110173
1047,-8.008520289470752
1048,-7.493046092848916
1049,-6.298427105156909
1050,-6.394500269962485
1051,-5.540128519034587
1052,-4.404131803809551
1053,-4.928806940292273
1054,-4.863835391064986
1055,-2.904944160864415
1056,-3.452509446679992
1057,-4.0207772336475465
1058,-1.7274313908949153
1059,-1.730045388008976
1060,-1.086482891660091
1061,-1.207953320972025
1062,-1.4629158958399677
1063,-2.596268868634418
1064,-2.0293633839002703
1065,-1.2764731406385184
1066,-1.6776109092595979
1067,-1.4587739742548536
1068,-0.2739459556089343
1069,-0.6698738233516001
1070,-1.2910089802728053
1071,-0.6354458272135642
1072,-1.2820614132054584
1073,-0.6977472214384152
1074,-1.0626970607073165
1075,-0.9873775676845997
1076,-0.7481000438020747
1077,-0.9087647542450668
1078,-0.22601800574149056
1079,-0.3389933875502662
1080,-0.4474158536165862
1081,-0.3517987691155248
1082,-0.36149075628562155
1083,-0.4703807014279383
1084,-1.4259005187987963
1085,-2.222048351386692
1086,-1.9612532363885147
1087,-2.328492818578418
1088,-2.5085918477917857
1089,-3.1807339418775227
1090,-3.0171059188806586
1091,-3.9279265068359055
1092,-3.221034811686865
1093,-5.283470036085907
1094,-4.151401941037363
1095,-3.367756862319721
1096,-2.17743197351742
1097,-2.271505287902671
1098,-3.244948973463161
1099,-2.3198564019222614
1100,-2.141708512048009
1101,-1.982915265879676
1102,-2.6553181049242918
1103,-0.5245828952502336
1104,-0.2606926051720734
1105,0.6497904628699105
1106,-0.901315142927849
1107,-0.441713172679341
1108,-0.268797827762802
1109,-0.9872787079978131
1110,-2.172282865799556
1111,-2.1896730278353336
1112,-1.02660251775029
1113,-1.5719906833793398
1114,-2.1172497134931882
1115,-2.1209832688879895
1116,-3.0540120374621686
1117,-5.696171942820888
1118,-5.768852792065958
1119,-4.427480263931707
1120,-5.21345069252081
1121,-5.849213511084811
1122,-5.960253347105845
1123,-4.497412782313297
1124,-4.467139142728587
1125,-5.476483536672502
1126,-5.150464132828816
1127,-5.857427270541842
1128,-6.124176585895112
1129,-6.001556838245614
1130,-5.77619495529242
1131,-6.772854640098771
1132,-4.597607910440913
1133,-3.945686400845003
1134,-2.621068877360056
1135,-3.5321192919548743
1136,-3.7430247427987813
1137,-4.07306329676899
1138,-5.9349966254733495
1139,-4.906347429174746
1140,-4.992268096428209
1141,-4.44763604990352
1142,-4.330402602231556
1143,-2.7816938209865922
1144,-1.560327671891685
1145,0.0038413146102505014
1146,-0.2752274191312431
1147,-1.23057657541804
1148,-1.5629384689307786
1149,-0.10559281600418835
1150,-0.602253501914171
1151,-1.5670043567316068
1152,-1.4925854814261146
1153,-0.32039461418888515
1154,-0.9879310035783154
1155,-0.7395546231120855
1156,-1.3707622283037315
1157,-0.8564302617481675
1158,0.8441862127062499
1159,1.8297004827426127
1160,2.6189848752079996
1161,2.8390957141338067
1162,1.115029959086785
1163,-0.3866108643625592
1164,2.291064192195414
1165,2.9787643579683785
1166,2.1599167458705812
1167,2.697579016112795
1168,2.2831522934832957
1169,1.9300282987807975
1170,2.365173406787457
1171,3.423122963449419
1172,3.486078903912899
1173,5.261570426188516
1174,5.334843508719417
1175,5.529085561665406
1176,6.007612619555564
1177,6.77073118657329
1178,7.111366129850148
1179,8.08594515955067
1180,7.117241549384851
1181,9.69954154170428
1182,8.662161922732402
1183,8.51327959617315
1184,8.65465160558529
1185,9.890718355228737
1186,7.640378576645517
1187,7.409024848856894
1188,6.750756017265645
1189,4.395729561066174
1190,4.262819046258196
1191,5.849230085843883
1192,5.657876469082873
1193,6.673278594309756
1194,7.148781956911253
1195,6.990304367308299
1196,6.986621677172345
1197,6.642712105909144
1198,7.39934159083101
1199,7.4168278638150715
1200,8.837597742521128
1201,9.888203139231617
1202,9.797418984272426
1203,8.303717355935849
1204,8.125368523750323
1205,8.40834337839624
1206,9.61044895818404
1207,9.626415241130516
1208,9.745263890486106
1209,11.18679160143553
1210,10.386552943501552
1211,10.073738290936273
1212,8.972631649630094
1213,8.405786177997005
1214,6.882783383931491
1215,6.5738076212531125
1216,8.101148291328956
1217,5.593867135865024
1218,5.9964065256805545
1219,6.379759571044846
1220,7.514091887713236
1221,7.206907401094513
1222,6.789682406237719
1223,6.561193481376856
1224,6.091275452580535
1225,7.13443752022017
1226,6.7636114256308835
1227,6.103722462569394
1228,6.925056901222997
1229,5.855037656352559
1230,6.276052850616948
1231,6.305298901234085
1232,4.760302995435151
1233,4.28202666203338
1234,4.641789479436574
1235,4.553118860573151
1236,4.576782610964797
1237,4.802710261210558
1238,4.641471812305126
1239,4.270844961939375
1240,3.512064250485429
1241,3.1637248634953674
1242,3.7679062857933836
1243,5.320867669551607
1244,6.053690586221149
1245,5.492103673498516
1246,6.259492915288247
1247,6.0897103246328195
1248,4.971200416628767
1249,3.8064459134158177
1250,3.7981052057709914
1251,2.6157797254857176
1252,3.450914973462534
1253,3.282498779190312
1254,3.5574188553473975
